"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R8ZYZEHD","journalArticle","2019","Liu, Lu; Bouman, Thijs; Perlaviciute, Goda; Steg, Linda","Effects of trust and public participation on acceptability of renewable energy projects in the Netherlands and China","Energy Research & Social Science","","2214-6296","10.1016/j.erss.2019.03.006","https://www.sciencedirect.com/science/article/pii/S2214629618310363","In order to mitigate climate change and its impacts, it is crucial to replace fossil fuels with renewable energy sources. The extent to which renewable energy projects can be implemented largely depends on public acceptability. We studied how public acceptability is influenced by people’s trust in agents responsible for renewable energy projects and the influence that people have over decisions regarding these projects. As expected, higher trust and having influence over major decisions regarding the project led to higher project acceptability. Public acceptability was lowest when people had low trust in responsible agents and when people could only influence minor decisions regarding the project. We found a similar pattern of results in our samples in the Netherlands and China, providing initial evidence that trust in responsible agents and public influence over decisions may have similar effects on public acceptability of renewable energy projects across different countries and cultures.","2019-07-01","2023-10-18 09:18:32","2023-10-18T09:18:32Z","2023-05-11 13:16:45","137-144","","","53","","Energy Research & Social Science","","","","","","","","en","","","","","ScienceDirect","","RELATES_TO: VCIKRPQ4","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation; PROJECT STEP: Needs Assessment; THEME: Partnerships; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8F8B6HH4","journalArticle","2022","Brankamp, Hanno","Camp Abolition: Ending Carceral Humanitarianism in Kenya (and Beyond)","Antipode","","1467-8330","10.1111/anti.12762","https://onlinelibrary.wiley.com/doi/abs/10.1111/anti.12762","Refugee camps are among the most prevalent institutional responses to global displacement. Despite a quasi consensus among scholars, activists, and humanitarians that camps are undesirable, and should only ever be temporary, little work has charted the political project and practices of camp abolition that challenge their spatial unfreedom. Rather than life-supporting spatial technologies of care that unwittingly signal political failures of inclusion, camps form part of a calculated system of “carceral humanitarianism”. This article draws on experiences from Kenya where aid interventions have shaped politics, social dynamics and economic life since the 1990s. Kakuma camp and Kalobeyei settlement serve as empirical windows to explore the limits of institutional decampment and reform policies, while demonstrating that more radical, abolitionist struggles are enacted through everyday mobilisation and acts of fugitivity among refugees themselves. Advancing critical studies of humanitarianism and forced migration, this article contends that only abolishing camps and their carceral logics helps to build more viable, safe, and humane futures for people on the move.","2022","2023-10-18 09:18:04","2023-10-18T09:18:04Z","2023-03-22 11:47:44","106-129","","1","54","","","Camp Abolition","","","","","","","en","","","","","Wiley Online Library","","RELATES_TO: TTKN4GWJ","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; THEME: Humanitarian Principles?; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5AB7IDH","journalArticle","2007","Mackenzie, Catriona; McDowell, Christopher; Pittaway, Eileen","Beyond ‘Do No Harm’: The Challenge of Constructing Ethical Relationships in Refugee Research","Journal of Refugee Studies","","0951-6328","https://academic.oup.com/jrs/article-abstract/20/2/299/1539147?redirectedFrom=fulltext","https://academic.oup.com/jrs/article-abstract/20/2/299/1539147?redirectedFrom=fulltext","This paper highlights some of the central ethical challenges involved in undertaking social science research with refugees in conflict and crisis situations. It focuses on two main sets of challenges: first, the difficulties of constructing an ethical consent process and obtaining genuinely informed consent; and second, taking fully into account and responding to refugee participants' capacities for autonomy. The authors also discuss the challenges involved in applying the central normative principles governing ethics review processes—the principles of beneficence, integrity, respect for persons, autonomy and justice—to the context of refugee research. It is argued that researchers should seek ways to move beyond harm minimization as a standard for ethical research and recognize an obligation to design and conduct research projects that aim to bring about reciprocal benefits for refugee participants and/or communities. Some of the methodological issues raised by this analysis are discussed in the conclusion.","2007","2023-10-18 09:18:00","2023-10-18T09:18:00Z","","299-319","","2","20","","","","","","","","","","","","","","","","","RELATES_TO: SUEVT5TI | C437I3I6","","","","ACCESS: Institutional Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; THEME: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUEVT5TI","report","2016","IFRC","Applying Better Programming Initiative: Do No Harm in a Changing Context","","","","","https://www.ifrc.org/sites/default/files/2021-08/2016_ApplyingBPI-DoNoHarm.pdf","","2016","2023-10-18 09:17:57","2023-10-18T09:17:57Z","2023-06-06 10:01:48","","","","","","","","","","","","The International Federation of Red Cross and Red Crescent Societies","","en","","","","","DOI.org (Crossref)","","RELATES_TO: C437I3I6 | H5AB7IDH","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 0; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation; THEME: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FLY6PK6","journalArticle","2019","Rosenberg-Jansen, Sarah; Tunge, Tracy; Kayumba, Timothy","Delivering Inclusive Renewable Energy Solutions in Refugee Camps: A Practitioner Perspective","Nature Energy","","","","https://www.nature.com/articles/s41560-019-0516-x?proof=t","","2019","2023-10-18 09:17:36","2023-10-18T09:17:36Z","","990–992","","","4","","","","","","","","","","","","","","","","","RELATES_TO: 26TDWZQS","","","","ACCESS: Institutional Access; BASIC RESOURCE; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation; THEME: Gender, Disability, & Inclusion; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432IPVY8","webpage","2023","Mustafa, Sana","Flipping the narrative: The roots of the refugee protection system are colonial and racist","The New Humanitarian","","","","https://www.thenewhumanitarian.org/opinion/first-person/2023/03/14/flipping-narrative-roots-refugee-protection-system-are-colonial-and-racist","People who have experienced forced displacement need to be the ones leading the solutions for their own communities, argues Sana Mustafa.","2023-03-14","2023-10-18 09:17:19","2023-10-18T09:17:19Z","2023-03-28 07:11:49","","","","","","","Flipping the narrative","","","","","","","en","","","","","","","RELATES_TO: ITZYN6BD","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Decolonisation; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2J2KTG6","videoRecording","2022","Energy GPA","From humanitarian relief-to-climate resilience: realizing a critical shift in humanitarian energy","","","","","https://www.youtube.com/watch?v=Eal0ZQqQOBc","This session will invite participants to change the humanitarian energy access space by providing expert insights on inclusive data, systemic change in the UN, and inclusive investments. It will mainly focus on the context of displacement communities; how to ensure they are considered and prioritized, and how the inclusion of affected communities in humanitarian energy activities highlights the ‘leave-no-one-behind’ principles.","2022-11-14","2023-10-18 09:16:47","2023-10-18T09:16:47Z","2023-05-02 10:58:59","","","","","","","From humanitarian relief-to-climate resilience","","","","","","","","","","","","YouTube","","RELATES_TO: HIAVKI7M","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; USEFUL FOR: Community; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","1:05:24","","","","","","","","","","","","","","","","","","","","","","","","",""
"FT459IJN","report","2021","Robinson, Benjamin; Halford, Alison; Gaura, Elena","Finding the Uncomfortable Solution: Responsible Innovation in Humanitarian Energy","","","","","http://heed-refugee.coventry.ac.uk/publications/finding-the-uncomfortable-solution-responsible-innovation-in-humanitarian-energy/","As a result of the lessons learned from the Humanitarian Engineering and Energy for Displacement (HEED) project around the different perceptions of innovation between key energy stakeholders, this paper looks to engage with questions around ensuring innovation in the humanitarian sector, and more specifically, humanitarian energy, is responsible. How can we define responsible? Is responsible innovation a theoretical nicety or can it ensure a just energy transition as outlined by the SDGs? What does responsible innovation look like in reality? Building to our underlying research question: what is the state-of-the-art in responsible innovation for humanitarian energy and how is it implemented at project level?","2021-10-28","2023-10-18 09:16:44","2023-10-18T09:16:44Z","2023-02-22 08:29:56","","","","","","","Finding the Uncomfortable Solution","","","","Humanitarian Engineering and Energy for Displacement (HEED) Project","Coventry University","","en","","","","","DOI.org (Crossref)","","RELATES_TO: TNUSGCEG","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; THEME: Capacity Building & Sharing; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZ8TBN5W","report","2021","Lees, Jessica; McCommon, Jessica; Sutton, Kate; Flint, Josie; Robinson, Leaine; Low, Iris; Khan, Saeed Ullah; Islam, Suman Ahsanul; Antonios, Ziad","Bridging the Intention to Action Gap: The Future Role of Intermediaries in Supporting Locally Led Humanitarian Action","","","","","https://humanitarianadvisorygroup.org/wp-content/uploads/2021/06/BTITAG_FINAL.pdf","","2021","2023-10-18 09:16:36","2023-10-18T09:16:36Z","","","","","","","","","","","","","Humanitarian Advisory Group, Glow Consultants, CoLab and the Institute of Innovations for Gender & Humanitarian Transformations","","","","","","","","","RELATES_TO: 4GZIJKW9","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Capacity Building & Sharing; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LGBJEQP","webpage","2023","Roane, Aanjalie","Four ways ChatGPT could help level the humanitarian playing field","The New Humanitarian","","","","https://www.thenewhumanitarian.org/opinion/2023/03/20/ways-chatgpt-could-help-humanitarian-field","A helping hand, not a silver bullet: The AI chatbot can help navigate bureaucracy and amplify local voices.","2023-03-20","2023-10-18 09:16:30","2023-10-18T09:16:30Z","2023-04-05 06:56:07","","","","","","","","","","","","","","en","","","","","","","RELATES_TO: EBTX3L28","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 0; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: AI/ML; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
